time	X
7.0	88.0
8.0	91.0
9.0	85.0
10.0	94.0
11.0	88.0
12.0	84.0
13.0	85.0
14.0	86.0
15.0	86.0
16.0	85.0
17.0	92.0
18.0	88.0
19.0	86.0
20.0	84.0
21.0	78.0
22.0	73.0
23.0	75.0
24.0	75.0
25.0	65.0
26.0	65.0
27.0	63.0
28.0	57.0
29.0	53.0
30.0	51.0
31.0	50.0
32.0	49.0
33.0	49.0
34.0	52.0
35.0	59.0
36.0	64.0
37.0	63.0
38.0	61.0
39.0	62.0
40.0	59.0
41.0	61.0
42.0	61.0
43.0	55.0
44.0	54.0
45.0	53.0
46.0	62.0
47.0	77.0
48.0	75.0
49.0	73.0
50.0	78.0
0.0	100.0
1.0	97.0
2.0	101.0
3.0	103.0
4.0	113.0
5.0	107.0
6.0	98.0
7.0	99.0
8.0	96.0
9.0	99.0
10.0	96.0
11.0	96.0
12.0	97.0
13.0	95.0
14.0	96.0
15.0	104.0
16.0	112.0
17.0	109.0
18.0	120.0
19.0	120.0
20.0	122.0
21.0	119.0
22.0	125.0
23.0	127.0
24.0	125.0
25.0	117.0
26.0	119.0
27.0	108.0
28.0	105.0
29.0	109.0
30.0	113.0
31.0	110.0
32.0	106.0
33.0	102.0
34.0	108.0
35.0	107.0
36.0	104.0
37.0	108.0
38.0	99.0
39.0	94.0
40.0	91.0
41.0	94.0
42.0	96.0
43.0	99.0
44.0	103.0
45.0	103.0
46.0	97.0
47.0	102.0
48.0	100.0
49.0	99.0
50.0	89.0
0.0	100.0
1.0	92.0
2.0	95.0
3.0	95.0
4.0	90.0
5.0	89.0
6.0	85.0
7.0	80.0
8.0	79.0
9.0	82.0
10.0	81.0
11.0	81.0
12.0	83.0
13.0	78.0
14.0	78.0
15.0	83.0
16.0	82.0
17.0	82.0
18.0	83.0
19.0	78.0
20.0	73.0
21.0	73.0
22.0	76.0
23.0	74.0
24.0	75.0
25.0	74.0
26.0	73.0
27.0	76.0
28.0	76.0
29.0	80.0
30.0	77.0
31.0	76.0
32.0	77.0
33.0	74.0
34.0	75.0
35.0	75.0
36.0	73.0
37.0	83.0
38.0	78.0
39.0	78.0
40.0	77.0
41.0	77.0
42.0	74.0
43.0	71.0
44.0	69.0
45.0	60.0
46.0	56.0
47.0	57.0
48.0	60.0
49.0	60.0
50.0	55.0
0.0	100.0
1.0	97.0
2.0	102.0
3.0	93.0
4.0	95.0
5.0	96.0
6.0	81.0
7.0	86.0
8.0	87.0
9.0	83.0
10.0	74.0
11.0	70.0
12.0	72.0
13.0	73.0
14.0	71.0
15.0	71.0
16.0	72.0
17.0	76.0
18.0	77.0
19.0	77.0
20.0	80.0
21.0	77.0
22.0	78.0
23.0	76.0
24.0	77.0
25.0	65.0
26.0	63.0
27.0	62.0
28.0	63.0
29.0	61.0
30.0	64.0
31.0	67.0
32.0	66.0
33.0	61.0
34.0	63.0
35.0	57.0
36.0	51.0
37.0	55.0
38.0	55.0
39.0	50.0
40.0	51.0
41.0	47.0
42.0	56.0
43.0	58.0
44.0	54.0
45.0	55.0
46.0	55.0
47.0	55.0
48.0	57.0
49.0	62.0
50.0	55.0
0.0	100.0
1.0	90.0
2.0	85.0
3.0	87.0
4.0	88.0
5.0	90.0
6.0	81.0
7.0	76.0
8.0	70.0
9.0	73.0
10.0	72.0
11.0	70.0
12.0	70.0
13.0	72.0
14.0	66.0
15.0	67.0
16.0	66.0
17.0	70.0
18.0	76.0
19.0	76.0
20.0	79.0
21.0	79.0
22.0	73.0
23.0	67.0
24.0	64.0
25.0	61.0
26.0	55.0
27.0	55.0
28.0	58.0
29.0	59.0
30.0	64.0
31.0	58.0
32.0	53.0
33.0	51.0
34.0	51.0
35.0	53.0
36.0	51.0
37.0	52.0
38.0	54.0
39.0	54.0
40.0	48.0
41.0	38.0
42.0	38.0
43.0	39.0
44.0	40.0
45.0	38.0
46.0	34.0
47.0	31.0
48.0	32.0
49.0	32.0
50.0	30.0
0.0	100.0
1.0	105.0
2.0	108.0
3.0	108.0
4.0	110.0
5.0	99.0
6.0	90.0
7.0	89.0
8.0	88.0
9.0	89.0
10.0	87.0
11.0	86.0
12.0	86.0
13.0	87.0
14.0	81.0
15.0	76.0
16.0	77.0
17.0	76.0
18.0	82.0
19.0	80.0
20.0	74.0
21.0	81.0
22.0	73.0
23.0	75.0
24.0	81.0
25.0	76.0
26.0	74.0
27.0	80.0
28.0	88.0
29.0	89.0
30.0	87.0
31.0	81.0
32.0	72.0
33.0	69.0
34.0	67.0
35.0	69.0
36.0	63.0
37.0	59.0
38.0	59.0
39.0	59.0
40.0	53.0
41.0	56.0
42.0	60.0
43.0	59.0
44.0	63.0
45.0	62.0
46.0	63.0
47.0	72.0
48.0	70.0
49.0	67.0
50.0	68.0
0.0	100.0
1.0	101.0
2.0	97.0
3.0	99.0
4.0	102.0
5.0	95.0
6.0	97.0
7.0	109.0
8.0	113.0
9.0	115.0
10.0	115.0
11.0	112.0
12.0	108.0
13.0	109.0
14.0	107.0
15.0	97.0
16.0	98.0
17.0	94.0
18.0	98.0
19.0	111.0
20.0	108.0
21.0	105.0
22.0	107.0
23.0	111.0
24.0	111.0
25.0	108.0
26.0	110.0
27.0	110.0
28.0	108.0
29.0	100.0
30.0	98.0
31.0	101.0
32.0	94.0
33.0	96.0
34.0	97.0
35.0	91.0
36.0	80.0
37.0	78.0
38.0	77.0
39.0	72.0
40.0	67.0
41.0	64.0
42.0	60.0
43.0	67.0
44.0	69.0
45.0	67.0
46.0	60.0
47.0	66.0
48.0	64.0
49.0	59.0
50.0	58.0
0.0	100.0
1.0	100.0
2.0	104.0
3.0	101.0
4.0	107.0
5.0	105.0
6.0	98.0
7.0	100.0
8.0	99.0
9.0	99.0
10.0	100.0
11.0	102.0
12.0	106.0
13.0	106.0
14.0	107.0
15.0	115.0
16.0	113.0
17.0	112.0
18.0	108.0
19.0	105.0
20.0	110.0
21.0	111.0
22.0	108.0
23.0	99.0
24.0	98.0
25.0	108.0
26.0	109.0
27.0	106.0
28.0	108.0
29.0	111.0
30.0	112.0
31.0	110.0
32.0	105.0
33.0	101.0
34.0	100.0
35.0	98.0
36.0	104.0
37.0	104.0
38.0	105.0
39.0	94.0
40.0	92.0
41.0	94.0
42.0	90.0
43.0	93.0
44.0	97.0
45.0	95.0
46.0	91.0
47.0	92.0
48.0	92.0
49.0	96.0
50.0	93.0
0.0	100.0
1.0	97.0
2.0	88.0
3.0	90.0
4.0	89.0
5.0	93.0
6.0	90.0
7.0	89.0
8.0	90.0
9.0	88.0
10.0	82.0
11.0	78.0
12.0	78.0
13.0	75.0
14.0	75.0
15.0	73.0
16.0	74.0
17.0	82.0
18.0	74.0
19.0	74.0
20.0	73.0
21.0	74.0
22.0	70.0
23.0	71.0
24.0	68.0
25.0	67.0
26.0	57.0
27.0	56.0
28.0	55.0
29.0	58.0
30.0	56.0
31.0	54.0
32.0	56.0
33.0	57.0
34.0	59.0
35.0	63.0
36.0	59.0
37.0	58.0
38.0	54.0
39.0	46.0
40.0	43.0
41.0	43.0
42.0	44.0
43.0	47.0
44.0	42.0
45.0	42.0
46.0	43.0
47.0	42.0
48.0	45.0
49.0	44.0
50.0	46.0
0.0	100.0
1.0	99.0
2.0	103.0
3.0	106.0
4.0	111.0
5.0	110.0
6.0	112.0
7.0	120.0
8.0	119.0
9.0	126.0
10.0	120.0
11.0	125.0
12.0	125.0
13.0	127.0
14.0	122.0
15.0	120.0
16.0	115.0
17.0	108.0
18.0	105.0
19.0	104.0
20.0	99.0
21.0	100.0
22.0	106.0
23.0	118.0
24.0	118.0
25.0	115.0
26.0	117.0
27.0	120.0
28.0	114.0
29.0	115.0
30.0	113.0
31.0	109.0
32.0	110.0
33.0	111.0
34.0	110.0
35.0	108.0
36.0	101.0
37.0	100.0
38.0	103.0
39.0	103.0
40.0	107.0
41.0	111.0
42.0	109.0
43.0	102.0
44.0	97.0
45.0	92.0
46.0	95.0
47.0	96.0
48.0	96.0
49.0	97.0
50.0	96.0
0.0	100.0
1.0	106.0
2.0	97.0
3.0	93.0
4.0	97.0
5.0	96.0
6.0	84.0
7.0	83.0
8.0	76.0
9.0	70.0
10.0	70.0
11.0	68.0
12.0	66.0
13.0	67.0
14.0	61.0
15.0	60.0
16.0	61.0
17.0	60.0
18.0	57.0
19.0	55.0
20.0	54.0
21.0	53.0
22.0	57.0
23.0	61.0
24.0	65.0
25.0	63.0
26.0	68.0
27.0	67.0
28.0	66.0
29.0	71.0
30.0	76.0
31.0	77.0
32.0	77.0
33.0	76.0
34.0	71.0
35.0	69.0
36.0	68.0
37.0	66.0
38.0	61.0
39.0	64.0
40.0	64.0
41.0	60.0
42.0	59.0
43.0	59.0
44.0	58.0
45.0	68.0
46.0	76.0
47.0	80.0
48.0	81.0
49.0	77.0
50.0	77.0
0.0	100.0
1.0	96.0
2.0	93.0
3.0	93.0
4.0	93.0
5.0	91.0
6.0	87.0
7.0	94.0
8.0	92.0
9.0	94.0
10.0	95.0
11.0	95.0
12.0	101.0
13.0	95.0
14.0	95.0
15.0	98.0
16.0	93.0
17.0	86.0
18.0	86.0
19.0	83.0
20.0	88.0
21.0	89.0
22.0	81.0
23.0	78.0
24.0	80.0
25.0	77.0
26.0	78.0
27.0	79.0
28.0	77.0
29.0	75.0
30.0	78.0
31.0	82.0
32.0	80.0
33.0	81.0
34.0	80.0
35.0	78.0
36.0	79.0
37.0	83.0
38.0	81.0
39.0	77.0
40.0	76.0
41.0	77.0
42.0	78.0
43.0	78.0
44.0	76.0
45.0	78.0
46.0	78.0
47.0	75.0
48.0	68.0
49.0	79.0
50.0	91.0
0.0	100.0
1.0	96.0
2.0	89.0
3.0	90.0
4.0	88.0
5.0	89.0
6.0	92.0
7.0	90.0
8.0	89.0
9.0	86.0
10.0	89.0
11.0	95.0
12.0	97.0
13.0	98.0
14.0	94.0
15.0	89.0
16.0	89.0
17.0	90.0
18.0	91.0
19.0	87.0
20.0	84.0
21.0	81.0
22.0	79.0
23.0	82.0
24.0	78.0
25.0	78.0
26.0	77.0
27.0	79.0
28.0	79.0
29.0	76.0
30.0	78.0
31.0	78.0
32.0	82.0
33.0	79.0
34.0	80.0
35.0	73.0
36.0	66.0
37.0	58.0
38.0	57.0
39.0	58.0
40.0	61.0
41.0	65.0
42.0	65.0
43.0	66.0
44.0	66.0
45.0	64.0
46.0	67.0
47.0	63.0
48.0	57.0
49.0	54.0
50.0	58.0
0.0	100.0
1.0	106.0
2.0	104.0
3.0	107.0
4.0	103.0
5.0	101.0
6.0	106.0
7.0	111.0
8.0	110.0
9.0	111.0
10.0	108.0
11.0	102.0
12.0	104.0
13.0	102.0
14.0	99.0
15.0	92.0
16.0	90.0
17.0	91.0
18.0	87.0
19.0	85.0
20.0	82.0
21.0	82.0
22.0	78.0
23.0	81.0
24.0	86.0
25.0	88.0
26.0	90.0
27.0	92.0
28.0	93.0
29.0	89.0
30.0	80.0
31.0	77.0
32.0	76.0
33.0	72.0
34.0	72.0
35.0	69.0
36.0	73.0
37.0	66.0
38.0	70.0
39.0	74.0
40.0	63.0
41.0	61.0
42.0	54.0
43.0	53.0
44.0	51.0
45.0	48.0
46.0	48.0
47.0	42.0
48.0	44.0
49.0	41.0
50.0	34.0
0.0	100.0
1.0	98.0
2.0	104.0
3.0	105.0
4.0	113.0
5.0	107.0
6.0	111.0
7.0	114.0
8.0	111.0
9.0	109.0
10.0	109.0
11.0	114.0
12.0	112.0
13.0	112.0
14.0	120.0
15.0	120.0
16.0	114.0
17.0	108.0
18.0	107.0
19.0	108.0
20.0	112.0
21.0	121.0
22.0	118.0
23.0	114.0
24.0	120.0
25.0	123.0
26.0	115.0
27.0	111.0
28.0	110.0
29.0	101.0
30.0	100.0
31.0	103.0
32.0	94.0
33.0	93.0
34.0	91.0
35.0	97.0
36.0	94.0
37.0	99.0
38.0	104.0
39.0	101.0
40.0	106.0
41.0	103.0
42.0	102.0
43.0	95.0
44.0	97.0
45.0	98.0
46.0	99.0
47.0	101.0
48.0	103.0
49.0	114.0
50.0	111.0
0.0	100.0
1.0	98.0
2.0	98.0
3.0	94.0
4.0	95.0
5.0	80.0
6.0	81.0
7.0	82.0
8.0	81.0
9.0	79.0
10.0	72.0
11.0	70.0
12.0	68.0
13.0	66.0
14.0	64.0
15.0	57.0
16.0	59.0
17.0	62.0
18.0	69.0
19.0	68.0
20.0	65.0
21.0	66.0
22.0	65.0
23.0	70.0
24.0	69.0
25.0	68.0
26.0	76.0
27.0	76.0
28.0	69.0
29.0	67.0
30.0	66.0
31.0	64.0
32.0	62.0
33.0	67.0
34.0	68.0
35.0	72.0
36.0	68.0
37.0	62.0
38.0	59.0
39.0	55.0
40.0	58.0
41.0	57.0
42.0	53.0
43.0	47.0
44.0	45.0
45.0	41.0
46.0	46.0
47.0	46.0
48.0	51.0
49.0	50.0
50.0	49.0
0.0	100.0
1.0	100.0
2.0	94.0
3.0	97.0
4.0	101.0
5.0	100.0
6.0	102.0
7.0	93.0
8.0	93.0
9.0	86.0
10.0	87.0
11.0	86.0
12.0	89.0
13.0	87.0
14.0	83.0
15.0	80.0
16.0	84.0
17.0	84.0
18.0	87.0
19.0	82.0
20.0	78.0
21.0	74.0
22.0	73.0
23.0	65.0
24.0	71.0
25.0	72.0
26.0	72.0
27.0	67.0
28.0	68.0
29.0	69.0
30.0	70.0
31.0	79.0
32.0	84.0
33.0	80.0
34.0	76.0
35.0	74.0
36.0	72.0
37.0	70.0
38.0	72.0
39.0	73.0
40.0	68.0
41.0	65.0
42.0	62.0
43.0	57.0
44.0	54.0
45.0	58.0
46.0	58.0
47.0	59.0
48.0	55.0
49.0	57.0
50.0	55.0
0.0	100.0
1.0	93.0
2.0	95.0
3.0	89.0
4.0	84.0
5.0	83.0
6.0	72.0
7.0	65.0
8.0	67.0
9.0	64.0
10.0	63.0
11.0	61.0
12.0	61.0
13.0	58.0
14.0	61.0
15.0	62.0
16.0	57.0
17.0	57.0
18.0	62.0
19.0	60.0
20.0	58.0
21.0	55.0
22.0	49.0
23.0	49.0
24.0	51.0
25.0	51.0
26.0	51.0
27.0	50.0
28.0	53.0
29.0	49.0
30.0	52.0
31.0	51.0
32.0	56.0
33.0	55.0
34.0	56.0
35.0	51.0
36.0	50.0
37.0	48.0
38.0	43.0
39.0	41.0
40.0	39.0
41.0	40.0
42.0	42.0
43.0	47.0
44.0	42.0
45.0	37.0
46.0	36.0
47.0	31.0
48.0	34.0
49.0	32.0
50.0	28.0
0.0	100.0
1.0	96.0
2.0	94.0
3.0	94.0
4.0	86.0
5.0	82.0
6.0	81.0
7.0	84.0
8.0	78.0
9.0	78.0
10.0	75.0
11.0	72.0
12.0	79.0
13.0	80.0
14.0	84.0
15.0	86.0
16.0	92.0
17.0	87.0
18.0	87.0
19.0	82.0
20.0	79.0
21.0	77.0
22.0	75.0
23.0	74.0
24.0	77.0
25.0	77.0
26.0	78.0
27.0	75.0
28.0	77.0
29.0	84.0
30.0	91.0
31.0	87.0
32.0	79.0
33.0	80.0
34.0	82.0
35.0	81.0
36.0	77.0
37.0	83.0
38.0	78.0
39.0	79.0
40.0	74.0
41.0	78.0
42.0	76.0
43.0	71.0
44.0	64.0
45.0	66.0
46.0	67.0
47.0	61.0
48.0	59.0
49.0	57.0
50.0	54.0
0.0	100.0
1.0	94.0
2.0	93.0
3.0	95.0
4.0	88.0
5.0	94.0
6.0	91.0
7.0	82.0
8.0	83.0
9.0	94.0
10.0	103.0
11.0	96.0
12.0	95.0
13.0	91.0
14.0	95.0
15.0	89.0
16.0	88.0
17.0	90.0
18.0	94.0
19.0	101.0
20.0	106.0
21.0	99.0
22.0	99.0
23.0	97.0
24.0	92.0
25.0	95.0
26.0	89.0
27.0	87.0
28.0	91.0
29.0	85.0
30.0	85.0
31.0	85.0
32.0	84.0
33.0	83.0
34.0	81.0
35.0	78.0
36.0	74.0
37.0	78.0
38.0	79.0
39.0	82.0
40.0	79.0
41.0	77.0
42.0	72.0
43.0	66.0
44.0	70.0
45.0	74.0
46.0	77.0
47.0	72.0
48.0	63.0
49.0	65.0
50.0	72.0
0.0	100.0
1.0	99.0
2.0	102.0
3.0	108.0
4.0	108.0
5.0	116.0
6.0	120.0
7.0	113.0
8.0	109.0
9.0	107.0
10.0	108.0
11.0	108.0
12.0	100.0
13.0	104.0
14.0	103.0
15.0	100.0
16.0	94.0
17.0	88.0
18.0	87.0
19.0	85.0
20.0	92.0
21.0	94.0
22.0	100.0
23.0	93.0
24.0	96.0
25.0	95.0
26.0	82.0
27.0	84.0
28.0	78.0
29.0	79.0
30.0	77.0
31.0	72.0
32.0	72.0
33.0	67.0
34.0	70.0
35.0	71.0
36.0	73.0
37.0	74.0
38.0	72.0
39.0	69.0
40.0	65.0
41.0	62.0
42.0	57.0
43.0	60.0
44.0	58.0
45.0	58.0
46.0	56.0
47.0	52.0
48.0	47.0
49.0	43.0
50.0	46.0
0.0	100.0
1.0	94.0
2.0	91.0
3.0	93.0
4.0	92.0
5.0	97.0
6.0	90.0
7.0	95.0
8.0	88.0
9.0	90.0
10.0	88.0
11.0	90.0
12.0	92.0
13.0	101.0
14.0	105.0
15.0	107.0
16.0	107.0
17.0	112.0
18.0	107.0
19.0	106.0
20.0	105.0
21.0	103.0
22.0	101.0
23.0	97.0
24.0	95.0
25.0	88.0
26.0	84.0
27.0	81.0
28.0	77.0
29.0	73.0
30.0	76.0
31.0	76.0
32.0	76.0
33.0	69.0
34.0	68.0
35.0	65.0
36.0	66.0
37.0	68.0
38.0	67.0
39.0	66.0
40.0	64.0
41.0	62.0
42.0	60.0
43.0	60.0
44.0	59.0
45.0	59.0
46.0	60.0
47.0	66.0
48.0	67.0
49.0	63.0
50.0	69.0
0.0	100.0
1.0	101.0
2.0	97.0
3.0	103.0
4.0	98.0
5.0	108.0
6.0	110.0
7.0	110.0
8.0	113.0
9.0	112.0
10.0	112.0
11.0	112.0
12.0	111.0
13.0	118.0
14.0	122.0
15.0	123.0
16.0	114.0
17.0	115.0
18.0	113.0
19.0	118.0
20.0	112.0
21.0	113.0
22.0	108.0
23.0	98.0
24.0	100.0
25.0	92.0
26.0	97.0
27.0	98.0
28.0	91.0
29.0	87.0
30.0	87.0
31.0	84.0
32.0	82.0
33.0	86.0
34.0	87.0
35.0	84.0
36.0	81.0
37.0	71.0
38.0	75.0
39.0	71.0
40.0	81.0
41.0	78.0
42.0	82.0
43.0	80.0
44.0	80.0
45.0	82.0
46.0	85.0
47.0	85.0
48.0	88.0
49.0	83.0
50.0	83.0
0.0	100.0
1.0	99.0
2.0	99.0
3.0	107.0
4.0	99.0
5.0	91.0
6.0	85.0
7.0	79.0
8.0	91.0
9.0	83.0
10.0	83.0
11.0	74.0
12.0	76.0
13.0	72.0
14.0	69.0
15.0	65.0
16.0	62.0
17.0	57.0
18.0	60.0
19.0	53.0
20.0	48.0
21.0	52.0
22.0	57.0
23.0	61.0
24.0	65.0
25.0	67.0
26.0	68.0
27.0	68.0
28.0	67.0
29.0	67.0
30.0	64.0
31.0	64.0
32.0	66.0
33.0	64.0
34.0	59.0
35.0	67.0
36.0	62.0
37.0	59.0
38.0	54.0
39.0	53.0
40.0	46.0
41.0	47.0
42.0	45.0
43.0	46.0
44.0	45.0
45.0	41.0
46.0	38.0
47.0	33.0
48.0	32.0
49.0	30.0
50.0	29.0
0.0	100.0
1.0	97.0
2.0	97.0
3.0	93.0
4.0	93.0
5.0	91.0
6.0	88.0
7.0	86.0
8.0	89.0
9.0	89.0
10.0	89.0
11.0	81.0
12.0	82.0
13.0	86.0
14.0	85.0
15.0	81.0
16.0	78.0
17.0	73.0
18.0	70.0
19.0	72.0
20.0	76.0
21.0	76.0
22.0	84.0
23.0	84.0
24.0	75.0
25.0	78.0
26.0	77.0
27.0	73.0
28.0	75.0
29.0	66.0
30.0	64.0
31.0	63.0
32.0	59.0
33.0	63.0
34.0	53.0
35.0	51.0
36.0	53.0
37.0	51.0
38.0	52.0
39.0	53.0
40.0	53.0
41.0	53.0
42.0	52.0
43.0	53.0
44.0	49.0
45.0	47.0
46.0	46.0
47.0	51.0
48.0	53.0
49.0	48.0
50.0	50.0
0.0	100.0
1.0	85.0
2.0	84.0
3.0	75.0
4.0	82.0
5.0	83.0
6.0	87.0
7.0	88.0
8.0	89.0
9.0	92.0
10.0	91.0
11.0	99.0
12.0	98.0
13.0	99.0
14.0	104.0
15.0	106.0
16.0	100.0
17.0	98.0
18.0	99.0
19.0	102.0
20.0	103.0
21.0	103.0
22.0	105.0
23.0	108.0
24.0	112.0
25.0	114.0
26.0	126.0
27.0	128.0
28.0	130.0
29.0	133.0
30.0	133.0
31.0	126.0
32.0	123.0
33.0	121.0
34.0	117.0
35.0	112.0
36.0	109.0
37.0	111.0
38.0	108.0
39.0	105.0
40.0	103.0
41.0	101.0
42.0	96.0
43.0	102.0
44.0	98.0
45.0	101.0
46.0	98.0
47.0	94.0
48.0	101.0
49.0	102.0
50.0	97.0
0.0	100.0
1.0	99.0
2.0	110.0
3.0	113.0
4.0	116.0
5.0	110.0
6.0	114.0
7.0	123.0
8.0	120.0
9.0	129.0
10.0	132.0
11.0	129.0
12.0	121.0
13.0	116.0
14.0	118.0
15.0	119.0
16.0	116.0
17.0	107.0
18.0	109.0
19.0	103.0
20.0	94.0
21.0	104.0
22.0	105.0
23.0	102.0
24.0	93.0
25.0	92.0
26.0	86.0
27.0	85.0
28.0	86.0
29.0	90.0
30.0	93.0
31.0	96.0
32.0	104.0
33.0	101.0
34.0	96.0
35.0	93.0
36.0	87.0
37.0	83.0
38.0	92.0
39.0	95.0
40.0	96.0
41.0	89.0
42.0	89.0
43.0	80.0
44.0	81.0
45.0	79.0
46.0	82.0
47.0	79.0
48.0	86.0
49.0	80.0
50.0	83.0
0.0	100.0
1.0	97.0
2.0	101.0
3.0	92.0
4.0	90.0
5.0	88.0
6.0	95.0
7.0	98.0
8.0	96.0
9.0	98.0
10.0	101.0
11.0	101.0
12.0	101.0
13.0	100.0
14.0	101.0
15.0	101.0
16.0	102.0
17.0	102.0
18.0	100.0
19.0	98.0
20.0	103.0
21.0	104.0
22.0	107.0
23.0	105.0
24.0	102.0
25.0	96.0
26.0	98.0
27.0	111.0
28.0	108.0
29.0	105.0
30.0	99.0
31.0	90.0
32.0	95.0
33.0	96.0
34.0	93.0
35.0	88.0
36.0	85.0
37.0	85.0
38.0	83.0
39.0	80.0
40.0	80.0
41.0	78.0
42.0	76.0
43.0	74.0
44.0	73.0
45.0	76.0
46.0	83.0
47.0	86.0
48.0	86.0
49.0	86.0
50.0	86.0
0.0	100.0
1.0	93.0
2.0	87.0
3.0	81.0
4.0	84.0
5.0	71.0
6.0	73.0
7.0	67.0
8.0	66.0
9.0	62.0
10.0	60.0
11.0	57.0
12.0	51.0
13.0	54.0
14.0	52.0
